id,text,source_forum,timestamp
post_1026,fresh fullz dump 2 million records social media monero accepted,breachforums,2024-04-05 21:26:00
post_1027,access to fortune 500 network tested negotiable xmr,raidforums,2024-04-14 20:23:00
post_1028,zero day in windows kernel modular unpatched selling negotiable,darknetlive,2024-01-28 19:13:00
post_1029,leak from hospital 10k records includes credit card,hackforums,2024-06-15 02:04:00
post_1030,backdoor source code encrypted auction limited offer,darknetlive,2024-05-13 14:20:00
post_1031,stealer as a service encrypted xmr only serious buyers,raidforums,2024-01-30 22:15:00
post_1032,fresh crypter logs 5k lines bypass av daily,hackforums,2024-06-16 15:38:00
post_1033,buying credit card from crypto exchange paying auction in monero,hackforums,2024-06-21 18:42:00
post_1034,malware source code guaranteed 1000 usd limited offer,raidforums,2024-05-09 04:36:00
post_1035,access to retailer network guaranteed negotiable monero,raidforums,2024-05-21 22:59:00
post_1036,fresh ransomware logs 100k lines persistent daily,exploit_in,2024-02-03 16:55:00
post_1037,phishing kit university clone silent install crypto,darknetlive,2024-01-31 10:57:00
post_1038,spyware source code guaranteed pm for price limited offer,raidforums,2024-04-21 09:48:00
post_1039,fresh malware logs 200k lines persistent daily,raidforums,2024-05-31 18:23:00
post_1040,10k account from fortune 500 verified usdt,darknetlive,2024-02-29 09:31:00
post_1041,selling 5k combolist from university 0.5 btc xmr,darknetlive,2024-02-23 13:33:00
post_1042,buying credit card from fortune 500 paying 1000 usd in xmr,breachforums,2024-06-19 08:09:00
post_1043,buying database from government paying 1000 usd in btc,breachforums,2024-02-02 14:18:00
post_1044,fresh malware logs 100k lines persistent daily,breachforums,2024-06-20 03:22:00
post_1045,fresh keylogger logs 500k lines no logs daily,breachforums,2024-06-10 23:32:00
post_1046,fresh crypter logs 10k lines tested daily,breachforums,2024-05-22 21:53:00
post_1047,access to fortune 500 network silent install bulk discount crypto,hackforums,2024-04-30 04:31:00
post_1048,fresh malware logs 2 million lines automated daily,raidforums,2024-01-01 13:04:00
post_1049,leak from major bank 500k records includes ssn,darknetlive,2024-06-10 18:15:00
post_1050,buying combolist from government paying 1000 usd in usdt,raidforums,2024-06-02 11:34:00
post_1051,zero day in office365 encrypted unpatched selling auction,breachforums,2024-03-04 21:27:00
post_1052,new ddos available persistent contact for 1000 usd,hackforums,2024-05-05 19:26:00
post_1053,selling 1 million combolist from social media 500 usd crypto,raidforums,2024-03-07 21:20:00
post_1054,2 million logs from hospital verified bitcoin,breachforums,2024-03-27 20:52:00
post_1055,zero day in apache server silent install unpatched selling bulk discount,hackforums,2024-06-06 19:21:00
post_1056,keylogger source code tested negotiable limited offer,exploit_in,2024-01-17 20:03:00
post_1057,ddos as a service silent install btc only serious buyers,raidforums,2024-02-11 11:21:00
post_1058,crypter as a service bypass av bitcoin only serious buyers,hackforums,2024-04-11 15:02:00
post_1059,zero day in android fud fully undetected unpatched selling pm for price,raidforums,2024-02-01 12:41:00
post_1060,new ddos available fud fully undetected contact for negotiable,hackforums,2024-05-18 19:58:00
post_1061,fresh credit card dump 5k records crypto exchange xmr accepted,raidforums,2024-01-06 09:17:00
post_1062,rat as a service guaranteed crypto only serious buyers,darknetlive,2024-02-26 13:35:00
post_1063,buying credit card from hospital paying negotiable in crypto,exploit_in,2024-01-28 14:14:00
post_1064,selling 5k credit card from retailer 1000 usd crypto,breachforums,2024-03-26 04:51:00
post_1065,fresh credit card dump 200k records retailer monero accepted,exploit_in,2024-06-06 15:33:00
post_1066,credential stuffing list retailer 500k checked crypto,exploit_in,2024-01-10 10:44:00
post_1067,crypter source code encrypted pm for price limited offer,hackforums,2024-05-07 10:41:00
post_1068,exploit for vpn client bypass av bulk discount escrow available,hackforums,2024-06-28 02:24:00
post_1069,ssn stuffing list social media 50k checked bitcoin,raidforums,2024-01-30 01:56:00
post_1070,buying account from fortune 500 paying pm for price in btc,darknetlive,2024-03-16 03:27:00
post_1071,fresh botnet logs 1 million lines persistent daily,exploit_in,2024-05-13 21:13:00
post_1072,fresh keylogger logs 10k lines persistent daily,raidforums,2024-05-14 22:53:00
post_1073,selling 10k logs from fortune 500 500 usd crypto,breachforums,2024-06-28 06:12:00
post_1074,leak from healthcare provider 2 million records includes database,exploit_in,2024-01-18 11:40:00
post_1075,phishing kit major bank clone guaranteed xmr,raidforums,2024-03-19 11:39:00
post_1076,phishing kit healthcare provider clone silent install monero,breachforums,2024-02-15 08:36:00
post_1077,new backdoor available no logs contact for auction,hackforums,2024-06-20 15:13:00
post_1078,selling 500k credit card from healthcare provider auction btc,breachforums,2024-05-01 00:20:00
post_1079,phishing kit social media clone encrypted crypto,breachforums,2024-03-18 16:48:00
post_1080,keylogger as a service no logs crypto only serious buyers,exploit_in,2024-03-22 16:05:00
post_1081,malware builder automated bypass router firmware pm for price,darknetlive,2024-05-05 22:50:00
post_1082,access to university network encrypted 500 usd bitcoin,exploit_in,2024-04-18 06:39:00
post_1083,phishing kit university clone silent install usdt,breachforums,2024-04-02 16:12:00
post_1084,crypter source code fud fully undetected 1000 usd limited offer,darknetlive,2024-03-10 01:41:00
post_1085,access to major bank network no logs pm for price usdt,raidforums,2024-05-26 00:55:00
post_1086,crypter source code bypass av 0.5 btc limited offer,hackforums,2024-04-04 00:39:00
post_1087,fresh ransomware logs 200k lines encrypted daily,exploit_in,2024-03-21 03:54:00
post_1088,zero day in web application persistent unpatched selling auction,raidforums,2024-04-03 16:00:00
post_1089,50k fullz from government verified btc,darknetlive,2024-02-14 14:02:00
post_1090,ransomware source code no logs pm for price limited offer,darknetlive,2024-05-23 11:07:00
post_1091,buying account from healthcare provider paying negotiable in bitcoin,breachforums,2024-03-22 18:40:00
post_1092,credential stuffing list government 200k checked xmr,hackforums,2024-03-19 21:41:00
post_1093,fresh rat logs 200k lines persistent daily,raidforums,2024-02-05 18:20:00
post_1094,rat as a service encrypted xmr only serious buyers,exploit_in,2024-01-24 15:22:00
post_1095,exploit for database server persistent negotiable escrow available,raidforums,2024-05-25 06:44:00
post_1096,exploit for apache server no logs pm for price escrow available,hackforums,2024-05-11 06:16:00
post_1097,buying credential from healthcare provider paying bulk discount in usdt,darknetlive,2024-04-29 18:20:00
post_1098,keylogger source code fud fully undetected pm for price limited offer,darknetlive,2024-04-17 15:21:00
post_1099,access to university network automated 1000 usd monero,exploit_in,2024-01-06 14:51:00
post_1100,buying logs from retailer paying auction in monero,raidforums,2024-03-27 15:43:00
post_1101,zero day in web application no logs unpatched selling negotiable,hackforums,2024-04-12 18:01:00
post_1102,leak from crypto exchange 200k records includes combolist,breachforums,2024-02-03 21:21:00
post_1103,fresh ssn dump 1 million records university crypto accepted,hackforums,2024-06-17 04:12:00
post_1104,zero day in ios browser bypass av unpatched selling 500 usd,darknetlive,2024-02-09 21:35:00
post_1105,selling 2 million ssn from university negotiable crypto,raidforums,2024-04-30 21:24:00
post_1106,fresh botnet logs 500k lines guaranteed daily,raidforums,2024-03-13 21:46:00
post_1107,backdoor source code fud fully undetected 0.5 btc limited offer,hackforums,2024-06-04 05:49:00
post_1108,exploit for vpn client modular auction escrow available,hackforums,2024-01-20 20:14:00
post_1109,buying credential from government paying 1000 usd in crypto,hackforums,2024-06-16 05:27:00
post_1110,zero day in wordpress persistent unpatched selling negotiable,breachforums,2024-04-11 21:33:00
post_1111,buying database from healthcare provider paying pm for price in crypto,raidforums,2024-02-02 18:32:00
post_1112,access to retailer network guaranteed pm for price usdt,breachforums,2024-03-18 13:16:00
post_1113,crypter source code tested pm for price limited offer,raidforums,2024-02-15 13:34:00
post_1114,malware builder no logs bypass ios browser 1000 usd,raidforums,2024-05-11 19:46:00
post_1115,50k account from ecommerce site verified bitcoin,darknetlive,2024-01-13 19:43:00
post_1116,zero day in wordpress no logs unpatched selling auction,breachforums,2024-03-16 11:26:00
post_1117,buying combolist from major bank paying bulk discount in bitcoin,breachforums,2024-04-11 07:11:00
post_1118,leak from fortune 500 100k records includes ssn,hackforums,2024-04-27 22:39:00
post_1119,phishing kit healthcare provider clone persistent xmr,exploit_in,2024-06-12 03:24:00
post_1120,fresh backdoor logs 100k lines no logs daily,hackforums,2024-06-06 16:34:00
post_1121,fresh ddos logs 50k lines no logs daily,breachforums,2024-03-11 16:42:00
post_1122,ddos source code silent install 1000 usd limited offer,darknetlive,2024-04-16 21:08:00
post_1123,zero day in ios browser tested unpatched selling 500 usd,exploit_in,2024-01-17 19:18:00
post_1124,malware builder encrypted bypass database server 1000 usd,darknetlive,2024-01-04 10:21:00
post_1125,fresh backdoor logs 200k lines bypass av daily,hackforums,2024-05-23 11:05:00
post_1126,fresh spyware logs 10k lines encrypted daily,hackforums,2024-02-09 19:37:00
post_1127,rat source code automated auction limited offer,exploit_in,2024-03-01 12:58:00
post_1128,new stealer available bypass av contact for 0.5 btc,hackforums,2024-03-15 05:55:00
post_1129,logs stuffing list university 5k checked monero,breachforums,2024-03-22 11:40:00
post_1130,access to government network encrypted auction crypto,hackforums,2024-04-25 05:59:00
post_1131,1 million credential from social media verified xmr,raidforums,2024-04-08 18:41:00
post_1132,5k credit card from major bank verified monero,exploit_in,2024-05-08 02:38:00
post_1133,fresh botnet logs 5k lines modular daily,breachforums,2024-06-24 02:23:00
post_1134,fresh stealer logs 5k lines persistent daily,darknetlive,2024-02-21 10:08:00
post_1135,fresh credit card dump 50k records crypto exchange crypto accepted,exploit_in,2024-03-02 05:29:00
post_1136,access to fortune 500 network fud fully undetected 500 usd crypto,exploit_in,2024-06-23 21:26:00
post_1137,buying fullz from hospital paying 1000 usd in usdt,breachforums,2024-06-14 17:45:00
post_1138,buying credential from ecommerce site paying auction in crypto,raidforums,2024-05-10 20:41:00
post_1139,100k fullz from fortune 500 verified xmr,darknetlive,2024-04-03 13:42:00
post_1140,new keylogger available bypass av contact for 1000 usd,darknetlive,2024-05-05 07:48:00
post_1141,exploit for android modular auction escrow available,hackforums,2024-06-01 01:48:00
post_1142,new keylogger available no logs contact for 1000 usd,darknetlive,2024-02-10 18:40:00
post_1143,buying combolist from fortune 500 paying pm for price in usdt,hackforums,2024-03-15 12:16:00
post_1144,selling 500k combolist from fortune 500 bulk discount bitcoin,exploit_in,2024-05-12 12:30:00
post_1145,phishing kit fortune 500 clone automated btc,hackforums,2024-04-06 15:41:00
post_1146,malware builder tested bypass ios browser 0.5 btc,hackforums,2024-03-20 06:14:00
post_1147,zero day in database server fud fully undetected unpatched selling 0.5 btc,darknetlive,2024-02-28 23:12:00
post_1148,access to healthcare provider network no logs 1000 usd btc,breachforums,2024-05-16 23:34:00
post_1149,account stuffing list crypto exchange 50k checked monero,hackforums,2024-06-25 20:54:00
post_1150,crypter as a service no logs xmr only serious buyers,breachforums,2024-02-18 23:53:00
post_1151,phishing kit major bank clone modular monero,exploit_in,2024-05-02 14:06:00
post_1152,phishing kit healthcare provider clone encrypted crypto,exploit_in,2024-05-01 06:06:00
post_1153,backdoor source code guaranteed bulk discount limited offer,exploit_in,2024-04-23 20:12:00
post_1154,credential stuffing list ecommerce site 2 million checked crypto,exploit_in,2024-06-10 05:21:00
post_1155,buying combolist from ecommerce site paying auction in btc,darknetlive,2024-06-22 17:32:00
post_1156,access to fortune 500 network automated 0.5 btc bitcoin,breachforums,2024-05-06 05:11:00
post_1157,combolist stuffing list healthcare provider 5k checked crypto,hackforums,2024-02-19 03:48:00
post_1158,spyware as a service bypass av btc only serious buyers,hackforums,2024-06-05 06:36:00
post_1159,exploit for wordpress modular auction escrow available,exploit_in,2024-03-24 16:30:00
post_1160,combolist stuffing list government 5k checked crypto,darknetlive,2024-03-19 10:46:00
post_1161,malware builder guaranteed bypass windows kernel 0.5 btc,darknetlive,2024-04-13 01:26:00
post_1162,access to ecommerce site network silent install negotiable usdt,darknetlive,2024-03-16 11:01:00
post_1163,5k database from social media verified usdt,darknetlive,2024-05-08 14:54:00
post_1164,fresh credit card dump 100k records fortune 500 usdt accepted,raidforums,2024-01-12 21:24:00
post_1165,keylogger as a service no logs bitcoin only serious buyers,darknetlive,2024-04-04 14:59:00
post_1166,fresh ssn dump 2 million records healthcare provider usdt accepted,hackforums,2024-05-30 09:36:00
post_1167,leak from government 100k records includes account,breachforums,2024-05-15 09:44:00
post_1168,new stealer available persistent contact for auction,darknetlive,2024-04-29 07:29:00
post_1169,exploit for apache server persistent bulk discount escrow available,raidforums,2024-06-13 13:27:00
post_1170,credential stuffing list social media 2 million checked btc,darknetlive,2024-04-21 01:32:00
post_1171,combolist stuffing list crypto exchange 2 million checked usdt,breachforums,2024-01-24 17:49:00
post_1172,leak from crypto exchange 200k records includes fullz,hackforums,2024-03-11 14:28:00
post_1173,access to fortune 500 network encrypted pm for price btc,raidforums,2024-06-26 23:52:00
post_1174,phishing kit crypto exchange clone guaranteed bitcoin,raidforums,2024-01-03 07:20:00
post_1175,new crypter available encrypted contact for pm for price,exploit_in,2024-05-27 11:57:00
post_1176,new malware available fud fully undetected contact for 1000 usd,hackforums,2024-06-03 01:49:00
post_1177,leak from university 10k records includes fullz,darknetlive,2024-03-18 05:27:00
post_1178,malware as a service guaranteed crypto only serious buyers,hackforums,2024-04-23 23:54:00
post_1179,50k account from retailer verified monero,exploit_in,2024-02-01 02:11:00
post_1180,500k credit card from healthcare provider verified btc,breachforums,2024-05-10 03:29:00
post_1181,selling 5k logs from hospital auction bitcoin,darknetlive,2024-01-17 13:54:00
post_1182,keylogger as a service fud fully undetected xmr only serious buyers,breachforums,2024-03-04 05:36:00
post_1183,new ransomware available modular contact for auction,exploit_in,2024-06-18 09:23:00
post_1184,200k logs from fortune 500 verified btc,raidforums,2024-01-29 05:01:00
post_1185,backdoor as a service tested xmr only serious buyers,raidforums,2024-01-07 10:01:00
post_1186,selling 200k logs from major bank bulk discount crypto,darknetlive,2024-02-10 03:00:00
post_1187,phishing kit hospital clone encrypted bitcoin,exploit_in,2024-05-17 14:08:00
post_1188,combolist stuffing list retailer 50k checked xmr,breachforums,2024-04-03 19:42:00
post_1189,buying credit card from fortune 500 paying 500 usd in btc,breachforums,2024-06-17 02:47:00
post_1190,fresh stealer logs 5k lines no logs daily,raidforums,2024-06-17 09:21:00
post_1191,access to university network modular 0.5 btc xmr,hackforums,2024-04-08 20:03:00
post_1192,new botnet available guaranteed contact for auction,raidforums,2024-01-03 18:30:00
post_1193,malware builder encrypted bypass web application 0.5 btc,breachforums,2024-03-08 17:28:00
post_1194,fresh keylogger logs 1 million lines encrypted daily,darknetlive,2024-04-26 21:06:00
post_1195,fullz stuffing list university 1 million checked usdt,breachforums,2024-01-25 07:29:00
post_1196,malware builder fud fully undetected bypass ios browser 500 usd,hackforums,2024-03-31 16:38:00
post_1197,crypter source code persistent 500 usd limited offer,hackforums,2024-02-10 03:43:00
post_1198,access to social media network no logs bulk discount crypto,exploit_in,2024-04-12 09:24:00
post_1199,2 million account from university verified usdt,darknetlive,2024-03-05 22:35:00
post_1200,spyware as a service persistent monero only serious buyers,raidforums,2024-04-10 05:41:00
post_1201,500k credit card from university verified monero,exploit_in,2024-02-01 23:47:00
post_1202,access to retailer network tested 500 usd usdt,darknetlive,2024-06-12 03:33:00
post_1203,fresh keylogger logs 2 million lines no logs daily,raidforums,2024-04-07 08:07:00
post_1204,200k account from ecommerce site verified btc,raidforums,2024-06-02 11:15:00
post_1205,malware builder no logs bypass android pm for price,raidforums,2024-06-12 16:21:00
post_1206,access to healthcare provider network silent install negotiable bitcoin,raidforums,2024-05-06 07:37:00
post_1207,access to retailer network guaranteed bulk discount btc,breachforums,2024-05-12 21:24:00
post_1208,stealer source code tested negotiable limited offer,exploit_in,2024-06-21 22:57:00
post_1209,5k credential from university verified crypto,raidforums,2024-01-10 12:52:00
post_1210,access to crypto exchange network bypass av 500 usd bitcoin,raidforums,2024-04-15 00:46:00
post_1211,malware builder encrypted bypass windows kernel 1000 usd,darknetlive,2024-03-24 14:44:00
post_1212,credit card stuffing list social media 200k checked btc,breachforums,2024-02-14 15:54:00
post_1213,exploit for vpn client bypass av auction escrow available,hackforums,2024-03-21 19:31:00
post_1214,database stuffing list fortune 500 2 million checked xmr,exploit_in,2024-05-28 09:58:00
post_1215,fresh malware logs 1 million lines silent install daily,raidforums,2024-01-24 22:38:00
post_1216,malware builder persistent bypass vpn client bulk discount,darknetlive,2024-01-27 23:52:00
post_1217,access to retailer network silent install 500 usd usdt,hackforums,2024-04-22 20:51:00
post_1218,new spyware available encrypted contact for negotiable,hackforums,2024-05-22 17:36:00
post_1219,200k logs from crypto exchange verified usdt,hackforums,2024-04-20 11:23:00
post_1220,exploit for web application automated 1000 usd escrow available,exploit_in,2024-02-02 03:58:00
post_1221,fresh stealer logs 2 million lines tested daily,exploit_in,2024-02-27 14:17:00
post_1222,malware builder guaranteed bypass apache server 0.5 btc,raidforums,2024-02-13 00:35:00
post_1223,fresh combolist dump 1 million records major bank btc accepted,raidforums,2024-04-11 06:42:00
post_1224,zero day in database server persistent unpatched selling bulk discount,breachforums,2024-06-23 18:20:00
post_1225,backdoor source code bypass av negotiable limited offer,hackforums,2024-04-15 23:10:00
post_1226,fresh logs dump 5k records hospital usdt accepted,darknetlive,2024-02-16 03:19:00
post_1227,new rat available guaranteed contact for negotiable,breachforums,2024-02-28 11:41:00
post_1228,exploit for database server fud fully undetected 1000 usd escrow available,breachforums,2024-01-16 21:23:00
post_1229,new rat available fud fully undetected contact for 1000 usd,breachforums,2024-05-24 11:54:00
post_1230,new keylogger available bypass av contact for bulk discount,hackforums,2024-06-02 11:36:00
post_1231,phishing kit social media clone modular crypto,darknetlive,2024-05-17 03:51:00
post_1232,phishing kit university clone automated monero,exploit_in,2024-01-26 15:12:00
post_1233,new spyware available bypass av contact for auction,darknetlive,2024-01-17 10:15:00
post_1234,new ransomware available tested contact for auction,exploit_in,2024-05-02 21:45:00
post_1235,fresh database dump 100k records social media btc accepted,darknetlive,2024-05-19 20:12:00
post_1236,exploit for vpn client guaranteed 1000 usd escrow available,breachforums,2024-04-06 02:31:00
post_1237,buying database from social media paying 0.5 btc in btc,breachforums,2024-03-14 21:44:00
post_1238,access to social media network guaranteed negotiable bitcoin,raidforums,2024-03-31 17:03:00
post_1239,fresh spyware logs 200k lines persistent daily,hackforums,2024-03-22 02:45:00
post_1240,buying credential from major bank paying 0.5 btc in monero,darknetlive,2024-03-02 21:52:00
post_1241,new ransomware available persistent contact for auction,darknetlive,2024-06-02 07:39:00
post_1242,phishing kit government clone guaranteed usdt,darknetlive,2024-04-16 13:24:00
post_1243,malware builder fud fully undetected bypass router firmware bulk discount,hackforums,2024-02-02 21:44:00
post_1244,fresh fullz dump 100k records fortune 500 crypto accepted,darknetlive,2024-03-24 05:47:00
post_1245,access to social media network no logs 1000 usd xmr,hackforums,2024-01-31 12:52:00
post_1246,fresh credit card dump 2 million records fortune 500 bitcoin accepted,raidforums,2024-01-29 07:02:00
post_1247,new keylogger available encrypted contact for 0.5 btc,breachforums,2024-04-23 19:49:00
post_1248,access to university network persistent negotiable btc,raidforums,2024-03-05 05:22:00
post_1249,crypter as a service bypass av xmr only serious buyers,darknetlive,2024-02-17 20:12:00
post_1250,access to retailer network automated negotiable monero,exploit_in,2024-05-22 05:09:00
post_1251,exploit for web application fud fully undetected 0.5 btc escrow available,darknetlive,2024-02-13 23:59:00
post_1252,exploit for windows kernel guaranteed pm for price escrow available,raidforums,2024-05-24 01:52:00
post_1253,credit card stuffing list major bank 100k checked btc,darknetlive,2024-05-26 20:24:00
post_1254,access to government network no logs pm for price crypto,hackforums,2024-06-11 14:30:00
post_1255,buying credit card from fortune 500 paying 1000 usd in usdt,breachforums,2024-02-11 11:47:00
post_1256,1 million ssn from major bank verified crypto,hackforums,2024-02-02 20:22:00
post_1257,5k logs from retailer verified crypto,raidforums,2024-04-03 10:20:00
post_1258,new backdoor available silent install contact for pm for price,raidforums,2024-04-03 14:35:00
post_1259,exploit for router firmware automated 500 usd escrow available,breachforums,2024-03-17 19:26:00
post_1260,ddos as a service automated usdt only serious buyers,hackforums,2024-02-16 14:01:00
post_1261,200k combolist from crypto exchange verified monero,raidforums,2024-02-08 13:20:00
post_1262,crypter as a service fud fully undetected btc only serious buyers,breachforums,2024-01-17 02:01:00
post_1263,fresh botnet logs 200k lines persistent daily,exploit_in,2024-04-16 03:34:00
post_1264,200k account from ecommerce site verified monero,raidforums,2024-01-25 01:08:00
post_1265,buying account from fortune 500 paying auction in bitcoin,raidforums,2024-05-29 18:11:00
post_1266,phishing kit crypto exchange clone tested xmr,darknetlive,2024-02-15 04:39:00
post_1267,access to healthcare provider network tested auction usdt,raidforums,2024-01-22 11:38:00
post_1268,selling 5k ssn from university auction xmr,darknetlive,2024-05-13 00:31:00
post_1269,phishing kit government clone encrypted xmr,raidforums,2024-03-27 01:17:00
post_1270,access to social media network fud fully undetected negotiable monero,hackforums,2024-01-05 09:24:00
post_1271,phishing kit hospital clone guaranteed usdt,raidforums,2024-04-03 16:54:00
post_1272,10k ssn from university verified xmr,raidforums,2024-03-13 08:05:00
post_1273,phishing kit social media clone bypass av bitcoin,breachforums,2024-01-20 05:23:00
post_1274,new ransomware available tested contact for negotiable,raidforums,2024-01-19 04:37:00
post_1275,access to crypto exchange network silent install negotiable bitcoin,breachforums,2024-02-17 02:45:00
post_1276,selling 5k credit card from government negotiable usdt,raidforums,2024-06-09 16:12:00
post_1277,malware builder no logs bypass web application pm for price,exploit_in,2024-01-16 14:11:00
post_1278,selling 100k ssn from government 1000 usd monero,breachforums,2024-06-28 03:44:00
post_1279,backdoor as a service no logs crypto only serious buyers,darknetlive,2024-04-15 16:40:00
post_1280,crypter as a service fud fully undetected monero only serious buyers,breachforums,2024-03-13 05:04:00
post_1281,fresh database dump 2 million records major bank crypto accepted,exploit_in,2024-06-21 02:20:00
post_1282,fullz stuffing list crypto exchange 10k checked usdt,darknetlive,2024-05-02 11:31:00
post_1283,database stuffing list social media 2 million checked monero,raidforums,2024-01-11 22:22:00
post_1284,buying database from hospital paying 0.5 btc in crypto,hackforums,2024-04-08 13:01:00
post_1285,logs stuffing list fortune 500 10k checked xmr,hackforums,2024-02-08 18:11:00
post_1286,fresh logs dump 50k records retailer xmr accepted,darknetlive,2024-05-07 12:10:00
post_1287,malware builder guaranteed bypass vpn client 0.5 btc,breachforums,2024-02-10 15:42:00
post_1288,exploit for wordpress no logs pm for price escrow available,hackforums,2024-03-01 16:31:00
post_1289,2 million credential from ecommerce site verified monero,exploit_in,2024-04-19 19:07:00
post_1290,new botnet available tested contact for auction,raidforums,2024-05-01 02:01:00
post_1291,exploit for router firmware tested 1000 usd escrow available,exploit_in,2024-03-12 17:21:00
post_1292,credit card stuffing list fortune 500 10k checked usdt,hackforums,2024-06-05 07:52:00
post_1293,buying credential from university paying bulk discount in bitcoin,raidforums,2024-03-23 02:33:00
post_1294,buying fullz from retailer paying 0.5 btc in monero,hackforums,2024-01-16 15:15:00
post_1295,access to university network automated auction btc,darknetlive,2024-03-10 10:31:00
post_1296,rat source code fud fully undetected bulk discount limited offer,hackforums,2024-05-14 16:18:00
post_1297,selling 50k logs from healthcare provider 1000 usd crypto,raidforums,2024-05-22 05:38:00
post_1298,fullz stuffing list ecommerce site 10k checked xmr,hackforums,2024-03-13 05:37:00
post_1299,exploit for office365 encrypted auction escrow available,raidforums,2024-02-06 10:53:00
post_1300,leak from university 50k records includes logs,exploit_in,2024-06-13 09:20:00
post_1301,credential stuffing list fortune 500 50k checked bitcoin,hackforums,2024-01-27 16:10:00
post_1302,fresh database dump 10k records university crypto accepted,exploit_in,2024-04-12 17:03:00
post_1303,5k ssn from social media verified bitcoin,hackforums,2024-01-30 08:14:00
post_1304,selling 50k credential from government 0.5 btc bitcoin,darknetlive,2024-02-09 04:32:00
post_1305,exploit for vpn client fud fully undetected bulk discount escrow available,hackforums,2024-05-20 02:02:00
post_1306,ransomware source code tested bulk discount limited offer,hackforums,2024-05-28 11:32:00
post_1307,500k ssn from social media verified usdt,raidforums,2024-05-22 11:32:00
post_1308,new rat available guaranteed contact for 500 usd,breachforums,2024-06-15 09:28:00
post_1309,buying credit card from fortune 500 paying negotiable in bitcoin,darknetlive,2024-02-21 18:47:00
post_1310,malware builder modular bypass android 0.5 btc,darknetlive,2024-02-25 16:01:00
post_1311,selling 500k ssn from university 500 usd crypto,hackforums,2024-04-10 19:48:00
post_1312,fresh credential dump 50k records crypto exchange bitcoin accepted,exploit_in,2024-04-23 12:46:00
post_1313,fresh logs dump 1 million records major bank bitcoin accepted,hackforums,2024-03-08 14:59:00
post_1314,fresh account dump 50k records fortune 500 bitcoin accepted,darknetlive,2024-05-28 22:35:00
post_1315,zero day in apache server silent install unpatched selling pm for price,breachforums,2024-04-11 21:24:00
post_1316,selling 2 million logs from retailer 0.5 btc monero,darknetlive,2024-06-17 02:49:00
post_1317,fresh ransomware logs 1 million lines no logs daily,breachforums,2024-03-01 22:28:00
post_1318,access to social media network fud fully undetected pm for price crypto,darknetlive,2024-04-03 02:38:00
post_1319,buying ssn from university paying pm for price in xmr,darknetlive,2024-03-23 23:40:00
post_1320,200k logs from university verified xmr,darknetlive,2024-06-21 17:26:00
post_1321,100k combolist from fortune 500 verified xmr,breachforums,2024-06-23 05:56:00
post_1322,exploit for wordpress modular pm for price escrow available,breachforums,2024-02-22 22:25:00
post_1323,selling 1 million ssn from government pm for price usdt,darknetlive,2024-03-24 23:53:00
post_1324,leak from government 5k records includes logs,hackforums,2024-06-12 20:29:00
post_1325,fresh crypter logs 1 million lines bypass av daily,darknetlive,2024-01-07 00:01:00
post_1326,fresh ssn dump 500k records healthcare provider xmr accepted,breachforums,2024-04-01 21:25:00
post_1327,fresh rat logs 1 million lines guaranteed daily,exploit_in,2024-05-30 15:40:00
post_1328,keylogger source code fud fully undetected 0.5 btc limited offer,raidforums,2024-06-28 15:55:00
post_1329,logs stuffing list crypto exchange 100k checked xmr,breachforums,2024-01-10 15:48:00
post_1330,buying fullz from healthcare provider paying 500 usd in usdt,raidforums,2024-03-27 07:38:00
post_1331,selling 10k combolist from social media auction usdt,hackforums,2024-04-15 03:00:00
post_1332,spyware source code no logs bulk discount limited offer,breachforums,2024-04-09 17:41:00
post_1333,zero day in android fud fully undetected unpatched selling 0.5 btc,breachforums,2024-06-02 10:27:00
post_1334,access to government network fud fully undetected 0.5 btc crypto,raidforums,2024-06-16 05:49:00
post_1335,selling 1 million ssn from government 1000 usd usdt,breachforums,2024-04-23 22:58:00
post_1336,fresh ssn dump 200k records fortune 500 btc accepted,raidforums,2024-05-07 11:50:00
post_1337,selling 10k fullz from hospital 0.5 btc bitcoin,breachforums,2024-06-28 13:04:00
post_1338,fresh database dump 1 million records retailer btc accepted,exploit_in,2024-01-07 05:05:00
post_1339,logs stuffing list healthcare provider 200k checked bitcoin,raidforums,2024-03-17 04:47:00
post_1340,selling 10k credential from social media auction bitcoin,darknetlive,2024-05-29 16:00:00
post_1341,phishing kit government clone silent install crypto,breachforums,2024-05-02 15:13:00
post_1342,new crypter available persistent contact for pm for price,exploit_in,2024-05-02 16:04:00
post_1343,new ddos available fud fully undetected contact for 500 usd,raidforums,2024-01-11 10:49:00
post_1344,selling 500k database from hospital 0.5 btc btc,raidforums,2024-06-06 16:56:00
post_1345,access to crypto exchange network bypass av bulk discount xmr,breachforums,2024-06-02 00:26:00
post_1346,leak from major bank 100k records includes ssn,exploit_in,2024-06-15 10:19:00
post_1347,ddos source code modular bulk discount limited offer,exploit_in,2024-06-23 19:38:00
post_1348,new keylogger available automated contact for pm for price,darknetlive,2024-06-06 20:04:00
post_1349,access to ecommerce site network tested bulk discount btc,darknetlive,2024-03-02 18:12:00
post_1350,zero day in web application no logs unpatched selling pm for price,hackforums,2024-04-18 21:42:00
post_1351,combolist stuffing list government 200k checked usdt,raidforums,2024-03-23 06:51:00
post_1352,stealer source code modular pm for price limited offer,raidforums,2024-02-16 20:51:00
